ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Borrowing,Partial_Cognacy
Chipaya-3_three-1,,Chipaya,3_three,chhep,chhep,tʃ h e p,,heggarty2005,748,,,,,6800
Curva-3_three-1,,Curva,3_three,kimsa,kimsa,k i m s a,,heggarty2005,746,,,,,6799
Cuzco-3_three-1,,Cuzco,3_three,kinsa,kinsa,k i n s a,,heggarty2005,746,,,,,6799
CuzquenoAntiguo-3_three-1,,CuzquenoAntiguo,3_three,quimça,quimça,χ i m s a,,holguin1608,746,,,,,6799
Huallaga-3_three-1,,Huallaga,3_three,kimsa,kimsa,k i m s a,,heggarty2005,746,,,,,6799
Huanca-3_three-1,,Huanca,3_three,kimsa,kimsa,k i m s a,,cerron2018,746,,,,,6799
Huancane-3_three-1,,Huancane,3_three,kimsa,kimsa,k i m s a,,heggarty2005,357,,,,,303
Huangascar-3_three-1,,Huangascar,3_three,kimsa,kimsa,k i m s a,,shimelman2017,746,,,,,6799
HuarazHuailas-3_three-1,,HuarazHuailas,3_three,kima,kima,k i m a,,parkerchavez1976,746,,,,,6799
Imbabura-3_three-1,,Imbabura,3_three,kimsa,kimsa,k i m s a,,gomez2009,746,,,,,6799
Inkawasi-3_three-1,,Inkawasi,3_three,kimsa,kimsa,k i m s a,,heggarty2005,746,,,,,6799
Iruhito-3_three-1,,Iruhito,3_three,tšé:p,tšé:p,tʃ e: p,,cerron2016,748,,,,,6800
Jaqaru-3_three-1,,Jaqaru,3_three,kimsa,kimsa,k i m s a,,heggarty2005,357,,,,,303
Kawki-3_three-1,,Kawki,3_three,kimsa,kimsa,k i m s a,,heggarty2005,357,,,,,303
Lamas-3_three-1,,Lamas,3_three,kimsa,kimsa,k i m s a,,taylor2006,746,,,,,6799
Laraos-3_three-1,,Laraos,3_three,kimsa,kimsa,k i m s a,,heggarty2005,746,,,,,6799
Lincha-Tana-3_three-1,,Lincha-Tana,3_three,kimsa,kimsa,k i m s a,,shimelman2017,746,,,,,6799
Maragua-3_three-1,,Maragua,3_three,kinsa,kinsa,k i n s a,,heggarty2005,746,,,,,6799
Napo-3_three-1,,Napo,3_three,quimsa,quimsa,k i m s a,,orrwrisley1981,746,,,,,6799
Pacaraos-3_three-1,,Pacaraos,3_three,kima,kima,k i m a,,adelaar1982,746,,,,,6799
Pastaza-3_three-1,,Pastaza,3_three,quimsa,quimsa,k i m s a,,landerman1973,746,,,,,6799
Pocona-3_three-1,,Pocona,3_three,kinsa,kinsa,k i n s a,,heggarty2005,746,,,,,6799
Puki-3_three-1,,Puki,3_three,kinsa,kinsa,k i n s a,,heggarty2005,357,,,,,303
Puno-3_three-1,,Puno,3_three,kimsa,kimsa,k i m s a,,heggarty2005,746,,,,,6799
Putumayo-3_three-1,,Putumayo,3_three,quimsa,quimsa,k i m s a,,tandioy1978,746,,,,,6799
Raimondi-3_three-1,,Raimondi,3_three,kimsa,kimsa,k i m s a,,parkerchavez1976,746,,,,,6799
SanPedro-3_three-1,,SanPedro,3_three,kimsa,kimsa,k i m s a,,shimelman2017,746,,,,,6799
Santiagueno-3_three-1,,Santiagueno,3_three,kimsa,kimsa,k i m s a,,juanatey2021,746,,,,,6799
SantoTomas-3_three-1,,SantoTomas,3_three,quimça,quimça,k i m s a,,santotomas1951,746,,,,,6799
Serena-3_three-1,,Serena,3_three,kinsa,kinsa,k i n s a,,heggarty2005,746,,,,,6799
Sullkatiti-3_three-1,,Sullkatiti,3_three,kimsa,kimsa,k i m s a,,heggarty2005,357,,,,,303
Taquile-3_three-1,,Taquile,3_three,kimsa,kimsa,k i m s a,,heggarty2005,746,,,,,6799
Tarma-3_three-1,,Tarma,3_three,kima,kima,k i m a,,adelaar1977,746,,,,,6799
Troje-3_three-1,,Troje,3_three,kimsa,kimsa,k i m s a,,heggarty2005,746,,,,,6799
Tsimu-3_three-1,,Tsimu,3_three,pé:χe,pé:χe,p e: χ e,,cerron2016,749,,,,,6801
Wari-3_three-1,,Wari,3_three,kimsa,kimsa,k i m s a,,parkerchavez1976,746,,,,,6799
Yanac-3_three-1,,Yanac,3_three,kinsa,kinsa,k i n s a,,heggarty2005,746,,,,,6799
Anonimo-30_tongue-1,,Anonimo,30_tongue,callu,callu,k a ʎ u,,valera1586,755,,,,,6920
Apuri-30_tongue-1,,Apuri,30_tongue,qallu,qallu,q a ʎ u,,shimelman2017,755,,,,,6920
Apurimac-30_tongue-1,,Apurimac,30_tongue,qallu,qallu,q a ʎ u,,camacho2007,755,,,,,6920
Arma-30_tongue-1,,Arma,30_tongue,qallu,qallu,χ a ʎ u,,galvez2003,755,,,,,6920
Atalla-30_tongue-1,,Atalla,30_tongue,χaλu,χaλu,χ a ʎ u,,heggarty2005,755,,,,,6920
Ayacucho-30_tongue-1,,Ayacucho,30_tongue,qallu,qallu,χ a ʎ u,,soto1976,755,,,,,6920
Bobonaza-30_tongue-1,,Bobonaza,30_tongue,callu,callu,k a ʎ u,,orrwrisley1981,755,,,,,6920
Cacra-Hongos-30_tongue-1,,Cacra-Hongos,30_tongue,qallu,qallu,q a ʎ u,,shimelman2017,755,,,,,6920
Chachapoyas-30_tongue-1,,Chachapoyas,30_tongue,kallu,kallu,k a dʑ u,,taylor2006,755,,,,,6920
Chacpar-30_tongue-1,,Chacpar,30_tongue,qaλu,qaλu,q a ʎ u,,heggarty2005,755,,,,,6920
Chetilla-30_tongue-1,,Chetilla,30_tongue,qadyu,qadyu,q a dʑ u,,heggarty2005,755,,,,,6920
Chipaya-30_tongue-1,,Chipaya,30_tongue,laz,laz,l a z,,heggarty2005,360,,,,,304
Curva-30_tongue-1,,Curva,30_tongue,qaλu,qaλu,q a ʎ u,,heggarty2005,755,,,,,6920
Cuzco-30_tongue-1,,Cuzco,30_tongue,qaλu,qaλu,q a ʎ u,,heggarty2005,755,,,,,6920
CuzquenoAntiguo-30_tongue-1,,CuzquenoAntiguo,30_tongue,kallu,kallu,k a ʎ u,,holguin1608,755,,,,,6920
Huallaga-30_tongue-1,,Huallaga,30_tongue,qaλu,qaλu,q a ʎ u,,heggarty2005,755,,,,,6920
Huanca-30_tongue-1,,Huanca,30_tongue,qallu,qallu,h a ʎ u,,cerron1976,755,,,,,6920
Huancane-30_tongue-1,,Huancane,30_tongue,laχra,laχra,l a χ r a,,heggarty2005,756,,,,,6921
Huangascar-30_tongue-1,,Huangascar,30_tongue,qallu,qallu,q a ʎ u,,shimelman2017,755,,,,,6920
HuarazHuailas-30_tongue-1,,HuarazHuailas,30_tongue,qallu,qallu,q a ʎ u,,parkerchavez1976,755,,,,,6920
Imbabura-30_tongue-1,,Imbabura,30_tongue,jallu,jallu,x a ʎ u,,gomez2009,755,,,,,6920
Inkawasi-30_tongue-1,,Inkawasi,30_tongue,"qadžu, χadžu",qadžu,q a dʒ u,,heggarty2005,755,,,,,6920
Inkawasi-30_tongue-2,,Inkawasi,30_tongue,"qadžu, χadžu",χadžu,χ a dʒ u,,heggarty2005,755,,,,,6920
Iruhito-30_tongue-1,,Iruhito,30_tongue,nás,nás,n a s,,cerron2016,360,,,,,304
Jaqaru-30_tongue-1,,Jaqaru,30_tongue,naxra,naxra,n a x r a,,heggarty2005,756,,,,,6921
Kawki-30_tongue-1,,Kawki,30_tongue,nixra,nixra,n i x r a,,heggarty2005,756,,,,,6921
Lamas-30_tongue-1,,Lamas,30_tongue,kallu,kallu,k a dʑ u,,taylor2006,755,,,,,6920
Laraos-30_tongue-1,,Laraos,30_tongue,qaλu,qaλu,q a ʎ u,,heggarty2005,755,,,,,6920
Lincha-Tana-30_tongue-1,,Lincha-Tana,30_tongue,qallu,qallu,q a ʎ u,,shimelman2017,755,,,,,6920
Maragua-30_tongue-1,,Maragua,30_tongue,qaλu,qaλu,q a ʎ u,,heggarty2005,755,,,,,6920
Napo-30_tongue-1,,Napo,30_tongue,callu,callu,k a ʎ u,,orrwrisley1981,755,,,,,6920
Pacaraos-30_tongue-1,,Pacaraos,30_tongue,"qallu, qalu",qallu,ʁ a ʎ u,,adelaar1982,755,,,,,6920
Pacaraos-30_tongue-2,,Pacaraos,30_tongue,"qallu, qalu",qalu,ʁ a l u,,adelaar1982,755,,,,,6920
Pastaza-30_tongue-1,,Pastaza,30_tongue,callu,callu,k a ʎ u,,landerman1973,755,,,,,6920
Pocona-30_tongue-1,,Pocona,30_tongue,ġaλu,ġaλu,ɢ a ʎ u,,heggarty2005,755,,,,,6920
Puki-30_tongue-1,,Puki,30_tongue,laχra,laχra,l a χ r a,,heggarty2005,756,,,,,6921
Puno-30_tongue-1,,Puno,30_tongue,qaλu,qaλu,q a ʎ u,,heggarty2005,755,,,,,6920
Putumayo-30_tongue-1,,Putumayo,30_tongue,callu,callu,k a ʎ u,,tandioy1978,755,,,,,6920
Raimondi-30_tongue-1,,Raimondi,30_tongue,qallu,qallu,q a ʎ u,,parkerchavez1976,755,,,,,6920
SanPedro-30_tongue-1,,SanPedro,30_tongue,qallu,qallu,q a ʎ u,,shimelman2017,755,,,,,6920
Santiagueno-30_tongue-1,,Santiagueno,30_tongue,qallu,qallu,q a ʒ u,,juanatey2021,755,,,,,6920
SantoTomas-30_tongue-1,,SantoTomas,30_tongue,callo,callo,q a ʎ u,,santotomas1951,755,,,,,6920
Serena-30_tongue-1,,Serena,30_tongue,kaλu,kaλu,k a ʎ u,,heggarty2005,755,,,,,6920
Sullkatiti-30_tongue-1,,Sullkatiti,30_tongue,laχra,laχra,l a χ r a,,heggarty2005,756,,,,,6921
Taquile-30_tongue-1,,Taquile,30_tongue,qaλu,qaλu,q a ʎ u,,heggarty2005,755,,,,,6920
Tarma-30_tongue-1,,Tarma,30_tongue,xal̃u,xal̃u,χ a ʎ u,,adelaar1977,755,,,,,6920
Troje-30_tongue-1,,Troje,30_tongue,khažu,khažu,kʰ a ʒ u,,heggarty2005,755,,,,,6920
Tsimu-30_tongue-1,,Tsimu,30_tongue,lá:χla,lá:χla,l a: χ l a,,cerron2016,363,,,,,305
Wari-30_tongue-1,,Wari,30_tongue,qallu,qallu,q a ʎ u,,parkerchavez1976,755,,,,,6920
Yanac-30_tongue-1,,Yanac,30_tongue,qaλu,qaλu,q a ʎ u,,heggarty2005,755,,,,,6920
Anonimo-31_tooth-1,,Anonimo,31_tooth,quiru,quiru,k i r u,,valera1586,757,,,,,6974
Apuri-31_tooth-1,,Apuri,31_tooth,kiru,kiru,k i ɾ u,,shimelman2017,757,,,,,6974
Apurimac-31_tooth-1,,Apurimac,31_tooth,kiru,kiru,k i r u,,camacho2007,757,,,,,6974
Arma-31_tooth-1,,Arma,31_tooth,kiru,kiru,k i ɾ u,,galvez2003,757,,,,,6974
Atalla-31_tooth-1,,Atalla,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
Ayacucho-31_tooth-1,,Ayacucho,31_tooth,kiru,kiru,k i ɾ u,,soto1976,757,,,,,6974
Bobonaza-31_tooth-1,,Bobonaza,31_tooth,quiru,quiru,k i r u,,orrwrisley1981,757,,,,,6974
Cacra-Hongos-31_tooth-1,,Cacra-Hongos,31_tooth,kiru,kiru,k i l u,,shimelman2017,757,,,,,6974
Chachapoyas-31_tooth-1,,Chachapoyas,31_tooth,kiru,kiru,k i r u,,taylor2006,757,,,,,6974
Chacpar-31_tooth-1,,Chacpar,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
Chetilla-31_tooth-1,,Chetilla,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
Chipaya-31_tooth-1,,Chipaya,31_tooth,izhqi,izhqi,i z h q i,,heggarty2005,708,,,,,63
Curva-31_tooth-1,,Curva,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
Cuzco-31_tooth-1,,Cuzco,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
CuzquenoAntiguo-31_tooth-1,,CuzquenoAntiguo,31_tooth,quiru,quiru,χ i r u,,holguin1608,757,,,,,6974
Huallaga-31_tooth-1,,Huallaga,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
Huanca-31_tooth-1,,Huanca,31_tooth,kilu,kilu,k i l u,,cerron2018,757,,,,,6974
Huancane-31_tooth-1,,Huancane,31_tooth,laka,laka,l a k a,,heggarty2005,758,,,,,6975
Huangascar-31_tooth-1,,Huangascar,31_tooth,kiru,kiru,k i ɾ u,,shimelman2017,757,,,,,6974
HuarazHuailas-31_tooth-1,,HuarazHuailas,31_tooth,kiru,kiru,k i ɾ u,,parkerchavez1976,757,,,,,6974
Imbabura-31_tooth-1,,Imbabura,31_tooth,kiru,kiru,k i ɾ u,,gomez2009,757,,,,,6974
Inkawasi-31_tooth-1,,Inkawasi,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
Iruhito-31_tooth-1,,Iruhito,31_tooth,í:sʰki,í:sʰki,i: s k i,,cerron2016,708,,,,,63
Jaqaru-31_tooth-1,,Jaqaru,31_tooth,šimi,šimi,ʃ i m i,,heggarty2005,364,,,,,306
Kawki-31_tooth-1,,Kawki,31_tooth,šimi,šimi,ʃ i m i,,heggarty2005,364,,,,,306
Lamas-31_tooth-1,,Lamas,31_tooth,kiru,kiru,k i r u,,taylor2006,757,,,,,6974
Laraos-31_tooth-1,,Laraos,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
Lincha-Tana-31_tooth-1,,Lincha-Tana,31_tooth,kiru,kiru,k i ɾ u,,shimelman2017,757,,,,,6974
Maragua-31_tooth-1,,Maragua,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
Napo-31_tooth-1,,Napo,31_tooth,quiru,quiru,k i r u,,orrwrisley1981,757,,,,,6974
Pacaraos-31_tooth-1,,Pacaraos,31_tooth,kiru,kiru,k i ɾ u,,adelaar1982,757,,,,,6974
Pastaza-31_tooth-1,,Pastaza,31_tooth,quiru,quiru,k i r u,,landerman1973,757,,,,,6974
Pocona-31_tooth-1,,Pocona,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
Puki-31_tooth-1,,Puki,31_tooth,laka,laka,l a k a,,heggarty2005,758,,,,,6975
Puno-31_tooth-1,,Puno,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
Putumayo-31_tooth-1,,Putumayo,31_tooth,quiru,quiru,x i r u,,tandioy1978,757,,,,,6974
Raimondi-31_tooth-1,,Raimondi,31_tooth,kiru,kiru,k i ɾ u,,parkerchavez1976,757,,,,,6974
SanPedro-31_tooth-1,,SanPedro,31_tooth,kiru,kiru,k i ɾ u,,shimelman2017,757,,,,,6974
Santiagueno-31_tooth-1,,Santiagueno,31_tooth,kiru,kiru,k i ɾ u,,juanatey2021,757,,,,,6974
SantoTomas-31_tooth-1,,SantoTomas,31_tooth,quero,quero,k e r o,,santotomas1951,757,,,,,6974
Serena-31_tooth-1,,Serena,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
Sullkatiti-31_tooth-1,,Sullkatiti,31_tooth,laka,laka,l a k a,,heggarty2005,758,,,,,6975
Taquile-31_tooth-1,,Taquile,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
Tarma-31_tooth-1,,Tarma,31_tooth,kiru,kiru,k i ɾ u,,adelaar1977,757,,,,,6974
Troje-31_tooth-1,,Troje,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
Tsimu-31_tooth-1,,Tsimu,31_tooth,í:ske:,í:ske:,i: s k e:,,cerron2016,708,,,,,63
Wari-31_tooth-1,,Wari,31_tooth,kiru,kiru,k i ɾ u,,parkerchavez1976,757,,,,,6974
Yanac-31_tooth-1,,Yanac,31_tooth,kiru,kiru,k i r u,,heggarty2005,757,,,,,6974
Anonimo-32_hand-1,,Anonimo,32_hand,maqui,maqui,m a k i,,valera1586,294,,,,,2670
Apuri-32_hand-1,,Apuri,32_hand,maki,maki,m a k i,,shimelman2017,294,,,,,2670
Apurimac-32_hand-1,,Apurimac,32_hand,maki,maki,m a k i,,camacho2007,294,,,,,2670
Arma-32_hand-1,,Arma,32_hand,maki,maki,m a k i,,galvez2003,294,,,,,2670
Atalla-32_hand-1,,Atalla,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
Ayacucho-32_hand-1,,Ayacucho,32_hand,maki,maki,m a k i,,soto1976,294,,,,,2670
Bobonaza-32_hand-1,,Bobonaza,32_hand,maqui,maqui,m a k i,,orrwrisley1981,294,,,,,2670
Cacra-Hongos-32_hand-1,,Cacra-Hongos,32_hand,maki,maki,m a k i,,shimelman2017,294,,,,,2670
Chachapoyas-32_hand-1,,Chachapoyas,32_hand,maki,maki,m a k i,,taylor2006,294,,,,,2670
Chacpar-32_hand-1,,Chacpar,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
Chetilla-32_hand-1,,Chetilla,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
Chipaya-32_hand-1,,Chipaya,32_hand,qhara,qhara,qʰ a r a,,heggarty2005,296,,,,,2671
Curva-32_hand-1,,Curva,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
Cuzco-32_hand-1,,Cuzco,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
CuzquenoAntiguo-32_hand-1,,CuzquenoAntiguo,32_hand,maqui,maqui,m a χ i,,holguin1608,294,,,,,2670
Huallaga-32_hand-1,,Huallaga,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
Huanca-32_hand-1,,Huanca,32_hand,maki,maki,m a k i,,cerron2018,294,,,,,2670
Huancane-32_hand-1,,Huancane,32_hand,ampara,ampara,a m p a r a,,heggarty2005,297,,,,,2672
Huangascar-32_hand-1,,Huangascar,32_hand,maki,maki,m a k i,,shimelman2017,294,,,,,2670
HuarazHuailas-32_hand-1,,HuarazHuailas,32_hand,maki,maki,m a k i,,parkerchavez1976,294,,,,,2670
Imbabura-32_hand-1,,Imbabura,32_hand,maki,maki,m a k i,,gomez2009,294,,,,,2670
Inkawasi-32_hand-1,,Inkawasi,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
Iruhito-32_hand-1,,Iruhito,32_hand,k’á:r̂a,k’á:r̂a,k’ a: r a,,cerron2016,296,,,,,2671
Jaqaru-32_hand-1,,Jaqaru,32_hand,ampara,ampara,a m p a r a,,heggarty2005,297,,,,,2672
Kawki-32_hand-1,,Kawki,32_hand,ampara,ampara,a m p a r a,,heggarty2005,297,,,,,2672
Lamas-32_hand-1,,Lamas,32_hand,maki,maki,m a k i,,taylor2006,294,,,,,2670
Laraos-32_hand-1,,Laraos,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
Lincha-Tana-32_hand-1,,Lincha-Tana,32_hand,maki,maki,m a k i,,shimelman2017,294,,,,,2670
Maragua-32_hand-1,,Maragua,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
Napo-32_hand-1,,Napo,32_hand,maqui,maqui,m a k i,,orrwrisley1981,294,,,,,2670
Pacaraos-32_hand-1,,Pacaraos,32_hand,maki,maki,m a k i,,adelaar1982,294,,,,,2670
Pastaza-32_hand-1,,Pastaza,32_hand,maqui,maqui,m a k i,,landerman1973,294,,,,,2670
Pocona-32_hand-1,,Pocona,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
Puki-32_hand-1,,Puki,32_hand,ampara,ampara,a m p a r a,,heggarty2005,297,,,,,2672
Puno-32_hand-1,,Puno,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
Putumayo-32_hand-1,,Putumayo,32_hand,maqui,maqui,m a x i,,tandioy1978,294,,,,,2670
Raimondi-32_hand-1,,Raimondi,32_hand,maki,maki,m a k i,,parkerchavez1976,294,,,,,2670
SanPedro-32_hand-1,,SanPedro,32_hand,maki,maki,m a k i,,shimelman2017,294,,,,,2670
Santiagueno-32_hand-1,,Santiagueno,32_hand,maki,maki,m a x i,,juanatey2021,294,,,,,2670
SantoTomas-32_hand-1,,SantoTomas,32_hand,maqui,maqui,m a k i,,santotomas1951,294,,,,,2670
Serena-32_hand-1,,Serena,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
Sullkatiti-32_hand-1,,Sullkatiti,32_hand,ampara,ampara,a m p a r a,,heggarty2005,297,,,,,2672
Taquile-32_hand-1,,Taquile,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
Tarma-32_hand-1,,Tarma,32_hand,magi,magi,m a g i,,adelaar1977,294,,,,,2670
Troje-32_hand-1,,Troje,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
Tsimu-32_hand-1,,Tsimu,32_hand,k’á:r̂a,k’á:r̂a,k’ a: r a,,cerron2016,296,,,,,2671
Wari-32_hand-1,,Wari,32_hand,maki,maki,m a k i,,parkerchavez1976,294,,,,,2670
Yanac-32_hand-1,,Yanac,32_hand,maki,maki,m a k i,,heggarty2005,294,,,,,2670
Anonimo-33_elbow-1,,Anonimo,33_elbow,cuchuch,cuchuch,k u tʃ u tʃ,,valera1586,83,,,,,1509
Apuri-33_elbow-1,,Apuri,33_elbow,kutrush,kutrush,k u ʈ u ʃ,,shimelman2017,83,,,,,1509
Apurimac-33_elbow-1,,Apurimac,33_elbow,kukuchi,kukuchi,k u tʃ/k u tʃ u,ts/k alternate,camacho2007,494,,,,,382
Arma-33_elbow-1,,Arma,33_elbow,kuchus,kuchus,k u tʃ u s,,galvez2003,83,,,,,1509
Atalla-33_elbow-1,,Atalla,33_elbow,kuču.s,kuču.s,k u tʃ u s,,heggarty2005,83,,,,,1509
Ayacucho-33_elbow-1,,Ayacucho,33_elbow,kuchus,kuchus,k u tʃ u s,,soto1976,83,,,,,1509
Bobonaza-33_elbow-1,,Bobonaza,33_elbow,rigra mucu,rigra mucu,r i g r a + m u k u,,orrwrisley1981,806,,,,,7575 3272
Cacra-Hongos-33_elbow-1,,Cacra-Hongos,33_elbow,kutrush,kutrush,k u ʈ u ʃ,,shimelman2017,83,,,,,1509
Chachapoyas-33_elbow-1,,Chachapoyas,33_elbow,kuĉush,kuĉush,k u ʈʂ u ʃ,,taylor2006,83,,,,,1509
Chacpar-33_elbow-1,,Chacpar,33_elbow,kuku.š,kuku.š,k u k u ʃ,,heggarty2005,496,,,,,384
Chetilla-33_elbow-1,,Chetilla,33_elbow,kuku.ĉi,kuku.ĉi,k u k u ʈʂ i,,heggarty2005,495,,,,,383
Chipaya-33_elbow-1,,Chipaya,33_elbow,khuts(a),khuts,kʰ u ts,,heggarty2005,365,,,,,307
Curva-33_elbow-1,,Curva,33_elbow,muχλi,muχλi,m u χ ʎ i,,heggarty2005,793,,,,,74
Cuzco-33_elbow-1,,Cuzco,33_elbow,kuku.ču,kuku.ču,k u tʃ/k u tʃ u,ts/k alternate,heggarty2005,494,,,,,382
CuzquenoAntiguo-33_elbow-1,,CuzquenoAntiguo,33_elbow,cuchuch,cuchuch,k u tʃ u tʃ,,holguin1608,83,,,,,1509
Huallaga-33_elbow-1,,Huallaga,33_elbow,kuku.š,kuku.š,k u k u ʃ,,heggarty2005,496,,,,,384
Huanca-33_elbow-1,,Huanca,33_elbow,kutrush,kutrush,k u ʈʂ u ʂ,,cerron1976,83,,,,,1509
Huancane-33_elbow-1,,Huancane,33_elbow,muxλi,muxλi,m u x ʎ i,,heggarty2005,793,,,,,74
Huangascar-33_elbow-1,,Huangascar,33_elbow,kutrush,kutrush,k u ʈ u ʃ,,shimelman2017,83,,,,,1509
HuarazHuailas-33_elbow-1,,HuarazHuailas,33_elbow,kukush,kukush,k u k u ʃ,,parkerchavez1976,496,,,,,384
Imbabura-33_elbow-1,,Imbabura,33_elbow,rigra muku,rigra muku,ɾ i g ɾ a + m u k u,,gomez2009,806,,,,,7575 3272
Inkawasi-33_elbow-1,,Inkawasi,33_elbow,kuk(u).ĉi,kuk.ĉi,k u k u ʈʂ i,,heggarty2005,495,,,,,383
Iruhito-33_elbow-1,,Iruhito,33_elbow,kútsʰi,kútsʰi,k u ts i,,cerron2016,365,,,,,307
Jaqaru-33_elbow-1,,Jaqaru,33_elbow,šinkay.pi,šinkay.pi,ʃ i n k ai + p i,,heggarty2005,86,,,,,1514 1515
Kawki-33_elbow-1,,Kawki,33_elbow,šunkay.pi,šunkay.pi,ʃ u n k ai + p i,,heggarty2005,86,,,,,1514 1515
Lamas-33_elbow-1,,Lamas,33_elbow,kuĉush,kuĉush,k u ʈʂ u ʃ,,taylor2006,83,,,,,1509
Laraos-33_elbow-1,,Laraos,33_elbow,kuĉu.š,kuĉu.š,k u ʈʂ u ʃ,,heggarty2005,83,,,,,1509
Lincha-Tana-33_elbow-1,,Lincha-Tana,33_elbow,kutrush,kutrush,k u ʈ u ʃ,,shimelman2017,83,,,,,1509
Maragua-33_elbow-1,,Maragua,33_elbow,maki muqu,maki muqu,m a k i + m u q u,,heggarty2005,295,,,,,2670 3272
Napo-33_elbow-1,,Napo,33_elbow,rigra,rigra,r i g r a,,orrwrisley1981,806,,,,,7575
Pacaraos-33_elbow-1,,Pacaraos,33_elbow,kutrush,kutrush,k u ʈʂ u ʃ,,adelaar1982,83,,,,,1509
Pastaza-33_elbow-1,,Pastaza,33_elbow,muicu,muicu,m ui k u,,landerman1973,399,,,,,3272
Pocona-33_elbow-1,,Pocona,33_elbow,maki muγu,maki muγu,m a k i + m u ʁ u,,heggarty2005,295,,,,,2670 3272
Puki-33_elbow-1,,Puki,33_elbow,muχλi,muχλi,m u χ ʎ i,,heggarty2005,793,,,,,74
Puno-33_elbow-1,,Puno,33_elbow,muqu,muqu,m u q u,,heggarty2005,399,,,,,3272
Putumayo-33_elbow-1,,Putumayo,33_elbow,ñudu,ñudu,ɲ u d u,,tandioy1978,786,,,,esp,73
SanPedro-33_elbow-1,,SanPedro,33_elbow,kutrush,kutrush,k u ʈ u ʃ,,shimelman2017,83,,,,,1509
Santiagueno-33_elbow-1,,Santiagueno,33_elbow,moqo,moqo,m o χ o,,juanatey2021,399,,,,,3272
SantoTomas-33_elbow-1,,SantoTomas,33_elbow,cuchuhx,cuchuhx,k u tʃ u χ,,santotomas1951,83,,,,,1509
Serena-33_elbow-1,,Serena,33_elbow,maki muku,maki muku,m a k i + m u k u,,heggarty2005,295,,,,,2670 3272
Sullkatiti-33_elbow-1,,Sullkatiti,33_elbow,muxλi,muxλi,m u x ʎ i,,heggarty2005,793,,,,,74
Taquile-33_elbow-1,,Taquile,33_elbow,muqi.ti,muqi.ti,m u q i + t i,,heggarty2005,399,,,,,3272 0
Tarma-33_elbow-1,,Tarma,33_elbow,kuĉuš,kuĉuš,k u ʈʂ u ʃ,,adelaar1977,83,,,,,1509
Troje-33_elbow-1,,Troje,33_elbow,uyun,uyun,u j u n,,heggarty2005,87,,,,,1519
Tsimu-33_elbow-1,,Tsimu,33_elbow,kútsʰi,kútsʰi,k u ts i,,cerron2016,365,,,,,307
Wari-33_elbow-1,,Wari,33_elbow,kukush,kukush,k u k u ʃ,,parkerchavez1976,496,,,,,384
Yanac-33_elbow-1,,Yanac,33_elbow,kuku.ĉi,kuku.ĉi,k u k u ʈʂ i,,heggarty2005,495,,,,,383
Anonimo-34_neck-1,,Anonimo,34_neck,cunca,cunca,k u n k a,,valera1586,550,,,,,4367
Apuri-34_neck-1,,Apuri,34_neck,kunka,kunka,k u n k a,,shimelman2017,550,,,,,4367
Apurimac-34_neck-1,,Apurimac,34_neck,kunka,kunka,k u n k a,,camacho2007,550,,,,,4367
Arma-34_neck-1,,Arma,34_neck,kunka,kunka,k u n k a,,galvez2003,550,,,,,4367
Atalla-34_neck-1,,Atalla,34_neck,kunka,kunka,k u n k a,,heggarty2005,550,,,,,4367
